Species,psychrophilic,mesophilic,thermophilic,aerobe,anaerobe,obligate aerobe,obligate anaerobe,facultative aerobe,facultative anaerobe,microaerophile,aerotolerant
Tenacibaculum maritimum,1,0,0,1,0,1,0,0,0,0,0
Tenacibaculum mesophilum,0,1,0,,,,,,,,
Imtechella halotolerans,0,1,0,,,,,,,,
Anaerovirgula multivorans,0,1,0,,,,,,,,
Enterobacter bugandensis,0,1,0,,,,,,,,
Enterobacter timonensis,0,1,0,,,,,,,,
Enterobacter kobei,0,1,0,,,,,,,,
Enterobacter cancerogenus,0,1,1,,,,,,,,
Enterobacter asburiae,0,1,0,,,,,,,,
Enterobacter ludwigii,0,1,0,,,,,,,,
Enterobacter soli,0,1,1,,,,,,,,
Insolitispirillum peregrinum,0,1,0,,,,,,,,
Oceanimonas marisflavi,1,1,1,,,,,,,,
Oceanimonas smirnovii,0,1,0,,,,,,,,
Oceanimonas baumannii,0,1,0,,,,,,,,
Oceanimonas doudoroffii,0,1,0,,,,,,,,
Noviherbaspirillum denitrificans,0,1,0,,,,,,,,
Noviherbaspirillum massiliense,1,0,0,,,,,,,,
Halorhabdus tiamatea,,,,0,2,0,0,0,0,0,0
Halorhabdus utahensis,0,1,1,,,,,,,,
Sediminihabitans luteus,0,1,0,,,,,,,,
Denitrobacterium detoxificans,,,,0,2,0,0,0,0,0,0
Arsenicitalea aurantiaca,0,1,0,,,,,,,,
Lawsonibacter asaccharolyticus,,,,0,1,0,1,0,0,0,0
Aquaspirillum serpens,1,0,0,1,0,0,0,0,0,1,0
Desulfosporosinus acididurans,0,1,0,,,,,,,,
Desulfosporosinus acidiphilus,0,1,0,,,,,,,,
Desulfosporosinus hippei,0,1,0,,,,,,,,
Desulfosporosinus lacus,0,1,0,,,,,,,,
Desulfosporosinus youngiae,0,1,0,,,,,,,,
Moritella marina,1,0,0,,,,,,,,
Moritella dasanensis,1,0,0,,,,,,,,
Moritella viscosa,1,0,0,,,,,,,,
Limimonas halophila,1,0,0,,,,,,,,
Succinimonas amylolytica,0,0,1,,,,,,,,
Desulfohalobium retbaense,0,1,0,0,1,0,1,0,0,0,0
Merdimonas faecis,0,1,0,0,2,0,0,0,0,0,0
Halothermothrix orenii,0,1,0,,,,,,,,
Humibacter albus,0,1,0,,,,,,,,
Thermobacillus composti,0,1,0,,,,,,,,
Rhodoluna lacicola,1,1,0,,,,,,,,
Roseobacter litoralis,0,1,0,,,,,,,,
Roseobacter denitrificans,1,1,0,,,,,,,,
Peptoclostridium acidaminophilum,,,,0,1,0,1,0,0,0,0
Peptoclostridium litorale,0,1,1,0,1,0,1,0,0,0,0
Bacterioplanes sanyensis,0,1,0,,,,,,,,
Brochothrix thermosphacta,0,1,0,,,,,,,,
Brochothrix campestris,0,1,0,,,,,,,,
Desulfosarcina cetonica,0,1,0,,,,,,,,
Kordiimonas lipolytica,0,1,0,,,,,,,,
Kordiimonas lacus,1,0,0,,,,,,,,
Kordiimonas gwangyangensis,0,1,0,,,,,,,,
Psychrilyobacter atlanticus,0,1,0,0,2,0,0,0,0,0,0
Baekduia soli,1,0,0,,,,,,,,
Devriesea agamarum,,,,0,0,0,0,0,1,1,0
Thermofilum uzonense,0,1,0,,,,,,,,
Methanocaldococcus fervens,0,0,0,,,,,,,,
Methanocaldococcus vulcanius,0,0,0,,,,,,,,
Methanocaldococcus jannaschii,0,0,0,,,,,,,,
Staphylococcus epidermidis,0,0,0,,,,,,,,
Staphylococcus delphini,0,1,0,,,,,,,,
Staphylococcus cohnii,0,1,0,,,,,,,,
Staphylococcus chromogenes,0,1,0,,,,,,,,
Staphylococcus carnosus,0,1,0,,,,,,,,
Staphylococcus caprae,0,1,0,,,,,,,,
Staphylococcus auricularis,0,1,0,,,,,,,,
Staphylococcus aureus,0,1,0,,,,,,,,
Staphylococcus aureus,0,1,0,1,0,0,0,0,0,2,0
Staphylococcus arlettae,0,1,0,,,,,,,,
Staphylococcus carnosus,0,1,0,,,,,,,,
Staphylococcus condimenti,0,1,0,,,,,,,,
Staphylococcus pasteuri,0,1,0,,,,,,,,
Staphylococcus lutrae,0,1,0,,,,,,,,
Staphylococcus felis,0,1,0,,,,,,,,
Staphylococcus piscifermentans,0,1,0,,,,,,,,
Staphylococcus muscae,1,1,1,,,,,,,,
Staphylococcus xylosus,0,1,0,,,,,,,,
Staphylococcus warneri,0,1,0,,,,,,,,
Staphylococcus simulans,0,1,0,,,,,,,,
Staphylococcus saccharolyticus,0,1,0,,,,,,,,
Staphylococcus lugdunensis,0,1,0,,,,,,,,
Staphylococcus kloosii,0,1,0,,,,,,,,
Staphylococcus intermedius,0,1,0,,,,,,,,
Staphylococcus haemolyticus,0,1,0,,,,,,,,
Staphylococcus gallinarum,0,1,0,,,,,,,,
Staphylococcus argensis,0,1,0,,,,,,,,
Staphylococcus schweitzeri,0,1,0,,,,,,,,
Staphylococcus argenteus,0,1,0,,,,,,,,
Staphylococcus petrasii,0,1,0,1,0,0,0,0,1,0,0
Staphylococcus agnetis,0,1,0,1,0,0,0,0,1,0,0
Staphylococcus devriesei,0,1,0,1,0,0,0,1,0,0,0
Staphylococcus rostri,0,1,0,1,0,0,0,0,1,0,0
Staphylococcus massiliensis,0,1,0,1,0,0,0,0,0,1,0
Staphylococcus microti,0,1,0,,,,,,,,
Staphylococcus pettenkoferi,0,1,0,1,0,0,0,0,1,0,0
Staphylococcus pseudintermedius,0,1,0,,,,,,,,
Staphylococcus saprophyticus,0,1,0,,,,,,,,
Staphylococcus simiae,0,1,0,1,1,0,0,0,0,0,0
Staphylococcus equorum,0,1,0,,,,,,,,
Staphylococcus nepalensis,0,1,0,,,,,,,,
Staphylococcus succinus,0,1,0,,,,,,,,
Staphylococcus edaphicus,0,1,0,,,,,,,,
Staphylococcus aureus,,,,,,,,,,,
Staphylococcus cornubiensis,0,1,1,,,,,,,,
Thermocrinis minervae,0,0,0,,,,,,,,
Thermocrinis albus,0,0,1,,,,,,,,
Thermocrinis ruber,0,0,0,,,,,,,,
Labrys okinawensis,0,1,0,,,,,,,,
Virgibacillus profundi,,,,1,1,0,0,0,0,0,0
Virgibacillus phasianinus,0,1,0,,,,,,,,
Virgibacillus indicus,0,1,0,1,1,0,0,0,0,0,0
Virgibacillus ndiopensis,0,0,1,,,,,,,,
Virgibacillus chiguensis,0,1,0,,,,,,,,
Virgibacillus alimentarius,0,1,0,,,,,,,,
Virgibacillus alimentarius,0,1,0,1,0,0,0,0,2,0,0
Virgibacillus soli,0,1,0,,,,,,,,
Virgibacillus subterraneus,1,1,1,,,,,,,,
Virgibacillus salinus,0,1,0,,,,,,,,
Virgibacillus dokdonensis,1,1,1,,,,,,,,
Virgibacillus necropolis,0,1,0,,,,,,,,
Virgibacillus proomii,0,1,0,,,,,,,,
Virgibacillus halodenitrificans,0,1,1,,,,,,,,
Virgibacillus pantothenticus,0,1,0,,,,,,,,
Sedimentitalea nanhaiensis,0,1,0,,,,,,,,
Pseudokineococcus lusitanus,0,1,0,,,,,,,,
Prolinoborus fasciculus,0,1,0,,,,,,,,
Allonocardiopsis opalescens,,,,2,0,0,0,0,0,0,0
Methylovulum psychrotolerans,0,1,0,,,,,,,,
Methylovulum miyakonense,0,1,0,,,,,,,,
Janthinobacterium lividum,1,1,0,,,,,,,,
Caloramator quimbayensis,1,1,0,0,2,0,0,0,0,0,0
Caloramator mitchellensis,0,0,1,0,3,0,0,0,0,0,0
Caloramator australicus,0,0,1,0,3,0,0,0,0,0,0
Caloramator proteoclasticus,0,0,1,,,,,,,,
Okibacterium fritillariae,0,1,0,,,,,,,,
Halococcus agarilyticus,0,1,1,,,,,,,,
Halococcus hamelinensis,0,1,0,,,,,,,,
Halococcus salifodinae,0,1,0,,,,,,,,
Halococcus saccharolyticus,0,1,0,,,,,,,,
Halococcus morrhuae,0,1,0,,,,,,,,
Helcobacillus massiliensis,0,1,0,2,0,0,0,0,0,0,0
Tistrella mobilis,0,1,0,,,,,,,,
Hydrogenovibrio halophilus,0,1,1,,,,,,,,
Hydrogenovibrio crunogenus,0,1,0,,,,,,,,
Hydrogenovibrio marinus,1,1,1,,,,,,,,
Mycetocola reblochoni,0,1,0,,,,,,,,
Mycetocola saprophilus,0,1,0,,,,,,,,
Liberibacter crescens,0,1,0,,,,,,,,
Azomonas agilis,0,1,0,,,,,,,,
Georgenia soli,0,1,0,2,0,0,0,0,0,0,0
Georgenia muralis,1,1,0,,,,,,,,
Thermovenabulum gondwanense,,,,0,3,0,0,0,0,0,0
Vogesella mureinivorans,0,1,0,,,,,,,,
Cytophaga aurantiaca,0,1,0,,,,,,,,
Cytophaga hutchinsonii,0,1,0,,,,,,,,
Histophilus somni,0,1,0,0,0,0,0,0,0,2,0
Oryzisolibacter propanilivorax,0,1,0,2,0,0,0,0,0,0,0
Renibacterium salmoninarum,1,1,1,,,,,,,,
Gorillibacterium massiliense,1,0,0,,,,,,,,
Jejuia pallidilutea,,,,2,0,0,0,0,0,0,0
Pyrolobus fumarii,0,1,0,,,,,,,,
Acidipropionibacterium microaerophilum,0,1,0,,,,,,,,
Acidipropionibacterium thoenii,0,1,0,0,2,0,0,0,0,1,0
Acidipropionibacterium jensenii,0,1,0,0,2,0,0,0,0,0,0
Acidipropionibacterium acidipropionici,0,1,0,,,,,,,,
Arsenicicoccus bolidensis,0,1,0,1,1,0,0,0,1,0,0
Saccharomonospora marina,0,1,0,2,0,0,0,0,0,0,0
Saccharomonospora saliphila,0,1,0,,,,,,,,
Saccharomonospora azurea,0,1,0,,,,,,,,
Saccharomonospora halophila,0,1,0,,,,,,,,
Saccharomonospora xinjiangensis,0,1,0,,,,,,,,
Saccharomonospora cyanea,0,1,0,,,,,,,,
Saccharomonospora glauca,0,1,0,,,,,,,,
Saccharomonospora viridis,0,1,0,,,,,,,,
Halogeometricum pallidum,0,1,1,2,0,0,0,0,0,0,0
Halogeometricum limi,0,1,1,,,,,,,,
Halogeometricum borinquense,0,1,0,,,,,,,,
Jannaschia seosinensis,0,1,0,,,,,,,,
Jannaschia donghaensis,0,1,0,2,0,0,0,0,0,0,0
Jannaschia faecimaris,0,1,0,,,,,,,,
Jannaschia aquimarina,0,1,0,2,0,0,0,0,0,0,0
Jannaschia seohaensis,0,1,0,2,0,0,0,0,0,0,0
Jannaschia pohangensis,0,1,0,,,,,,,,
Jannaschia helgolandensis,0,1,0,,,,,,,,
Jannaschia rubra,0,1,0,2,0,0,0,0,0,0,0
Thiohalobacter thiocyanaticus,1,1,0,,,,,,,,
Sulfurospirillum cavolei,,,,0,1,0,0,0,1,0,0
Sulfurospirillum halorespirans,0,1,0,,,,,,,,
Sulfurospirillum arsenophilum,0,1,1,,,,,,,,
Sulfurospirillum arcachonense,1,1,1,,,,,,,,
Methanococcus aeolicus,1,1,0,0,2,0,0,0,0,0,0
Methanococcus voltae,0,0,1,,,,,,,,
Methanococcus maripaludis,0,1,0,,,,,,,,
Primorskyibacter sedentarius,1,1,1,,,,,,,,
Microlunatus soli,0,1,0,2,0,0,0,0,0,0,0
Microlunatus phosphovorus,0,1,0,,,,,,,,
Sphaerochaeta pleomorpha,,,,0,2,0,0,0,0,0,0
Sphaerochaeta globosa,0,1,0,0,2,0,0,0,0,0,0
Sphaerochaeta coccoides,0,1,0,,,,,,,,
Bowmanella denitrificans,0,1,0,,,,,,,,
Segetibacter aerophilus,0,1,0,,,,,,,,
Segetibacter koreensis,0,1,0,2,0,0,0,0,0,0,0
Convivina intestini,1,1,0,,,,,,,,
Maledivibacter halophilus,,,,0,2,0,0,0,0,0,0
Coxiella burnetii,0,1,0,,,,,,,,
Raoultella terrigena,0,1,0,,,,,,,,
Raoultella planticola,0,1,0,,,,,,,,
Rhodopseudomonas palustris,0,1,0,,,,,,,,
Balneola vulgaris,0,1,0,,,,,,,,
Elstera litoralis,0,1,0,,,,,,,,
Faecalicatena fissicatena,,,,0,1,0,1,0,0,0,0
Faecalicatena contorta,0,1,0,0,1,0,1,0,0,0,0
Faecalicatena orotica,0,1,0,0,1,0,1,0,0,0,0
Beggiatoa alba,0,1,0,,,,,,,,
Desemzia incerta,0,1,0,,,,,,,,
Cellulosilyticum lentocellum,0,1,0,0,2,0,0,0,0,0,0
Sharpea azabuensis,0,1,0,0,4,0,0,0,0,0,0
Methyloferula stellata,0,1,0,,,,,,,,
Marortus luteolus,0,0,1,,,,,,,,
Rubrivirga marina,0,1,1,,,,,,,,
Thermithiobacillus tepidarius,0,1,0,,,,,,,,
Thioalkalivibrio paradoxus,0,1,0,,,,,,,,
Thioalkalivibrio versutus,0,1,0,,,,,,,,
Bauldia litoralis,0,1,0,,,,,,,,
Thermus arciformis,0,0,1,,,,,,,,
Thermus amyloliquefaciens,0,0,1,,,,,,,,
Thermus islandicus,0,0,1,,,,,,,,
Thermus antranikianii,0,0,1,,,,,,,,
Thermus igniterrae,0,0,1,,,,,,,,
Thermus oshimai,0,0,1,,,,,,,,
Thermus scotoductus,0,0,1,,,,,,,,
Thermus filiformis,0,0,1,,,,,,,,
Thermus thermophilus,0,0,1,,,,,,,,
Thermus aquaticus,0,0,1,,,,,,,,
Limnohabitans planktonicus,,,,2,0,0,0,0,1,0,0
Limnohabitans parvus,1,1,0,2,0,0,0,0,1,0,0
Limnohabitans curvus,0,1,0,2,0,0,0,0,1,0,0
Odoribacter laneus,,,,0,2,0,0,0,0,0,0
Odoribacter splanchnicus,0,1,0,0,2,0,0,0,0,0,0
Roseateles aquatilis,0,1,0,,,,,,,,
Roseateles terrae,,,,2,0,0,0,0,0,0,0
Roseateles depolymerans,0,1,0,2,0,1,0,0,0,0,0
Sulfuracidifex metallicus,0,0,1,,,,,,,,
Anaerotignum lactatifermentans,0,1,0,0,1,0,1,0,0,0,0
Anaerotignum neopropionicum,,,,0,2,0,1,0,0,0,0
Anaerotignum propionicum,0,1,0,0,1,0,1,0,0,0,0
Variibacter gotjawalensis,0,1,0,,,,,,,,
Piscinibacter caeni,0,1,0,,,,,,,,
Piscinibacter defluvii,0,1,0,,,,,,,,
Piscinibacter aquaticus,1,1,0,,,,,,,,
Enterocloster lavalensis,,,,0,3,0,0,0,0,0,0
Enterocloster citroniae,0,1,0,0,2,0,0,0,0,0,0
Enterocloster asparagiformis,0,1,0,,,,,,,,
Enterocloster bolteae,,,,0,2,0,0,0,0,0,0
Enterocloster clostridioformis,0,1,0,0,2,0,0,0,0,0,0
Nosocomiicoccus massiliensis,0,1,0,,,,,,,,
Allofustis seminis,0,1,0,0,2,0,0,0,0,1,0
Coprobacillus cateniformis,0,1,0,0,2,0,0,0,0,0,0
Methylobacillus rhizosphaerae,0,1,0,,,,,,,,
Methylobacillus flagellatus,0,1,0,,,,,,,,
Zhouia amylolytica,0,1,0,,,,,,,,
Antricoccus suffuscus,0,1,0,,,,,,,,
Acidobacterium ailaaui,0,1,0,,,,,,,,
Acidobacterium capsulatum,0,0,1,,,,,,,,
Saccharopolyspora shandongensis,0,1,0,,,,,,,,
Saccharopolyspora antimicrobica,0,1,0,2,0,0,0,0,0,0,0
Saccharopolyspora flava,0,1,0,,,,,,,,
Saccharopolyspora spinosa,0,1,0,,,,,,,,
Saccharopolyspora erythraea,0,1,1,,,,,,,,
Saccharopolyspora rectivirgula,0,1,0,,,,,,,,
Providencia sneebia,1,1,1,,,,,,,,
Providencia burhodogranariea,0,1,0,,,,,,,,
Providencia vermicola,0,1,0,1,1,0,0,0,0,0,0
Providencia stuartii,0,1,0,,,,,,,,
Providencia rustigianii,0,1,0,,,,,,,,
Providencia rettgeri,0,1,0,,,,,,,,
Providencia heimbachae,0,1,0,,,,,,,,
Providencia alcalifaciens,0,1,0,,,,,,,,
Robiginitalea sediminis,0,1,0,,,,,,,,
Robiginitalea myxolifaciens,,,,2,0,0,0,0,0,0,0
Robiginitalea biformata,0,1,0,2,0,0,0,0,0,0,0
Chromobacterium amazonense,0,1,0,,,,,,,,
Chromobacterium piscinae,0,1,0,,,,,,,,
Chromobacterium haemolyticum,0,1,0,,,,,,,,
Chromobacterium subtsugae,0,1,0,,,,,,,,
Chromobacterium violaceum,0,1,0,,,,,,,,
Glaesserella parasuis,,,,0,0,0,0,0,0,2,0
Flavipsychrobacter stenotrophus,0,1,0,,,,,,,,
Pseudofulvimonas gallinarii,0,1,0,2,0,0,0,0,0,0,0
Thermomonospora catenispora,0,1,0,,,,,,,,
Thermomonospora curvata,0,1,0,,,,,,,,
Sporolituus thermophilus,,,,0,3,0,0,0,0,0,0
Corticimicrobacter populi,0,1,0,,,,,,,,
Byssovorax cruenta,0,1,0,,,,,,,,
Actinotalea ferrariae,0,1,0,2,0,0,0,0,0,0,0
Actinotalea fermentans,0,1,0,,,,,,,,
Methanofollis ethanolicus,0,1,0,,,,,,,,
Planifilum fimeticola,0,0,1,2,0,0,0,0,0,0,0
Planifilum fulgidum,0,0,1,2,0,0,0,0,0,0,0
Fructobacillus tropaeoli,,,,0,0,0,0,0,1,1,0
Fructobacillus pseudoficulneus,1,1,0,0,0,0,0,0,1,1,0
Fructobacillus ficulneus,0,1,0,,,,,,,,
Fructobacillus fructosus,0,1,0,1,0,0,0,0,0,1,0
Niveispirillum irakense,0,1,0,,,,,,,,
Mycoavidus cysteinexigens,0,1,0,,,,,,,,
Croceibacter atlanticus,0,1,0,,,,,,,,
Leisingera aquaemixtae,1,1,0,,,,,,,,
Leisingera caerulea,,,,2,0,0,0,0,0,0,0
Leisingera daeponensis,1,0,0,1,1,0,0,0,0,0,0
Leisingera aquimarina,0,1,0,2,0,0,0,0,0,0,0
Leisingera methylohalidivorans,1,1,0,,,,,,,,
Sulfurivirga caldicuralii,,,,0,0,0,0,0,0,2,0
Nautilia profundicola,0,0,1,0,2,0,0,0,0,0,0
Pseudoalteromonas piratica,0,1,0,,,,,,,,
Pseudoalteromonas neustonica,1,0,1,,,,,,,,
Pseudoalteromonas piscicida,0,1,0,,,,,,,,
Pseudoalteromonas byunsanensis,0,1,0,2,0,0,0,0,0,0,0
Pseudoalteromonas spongiae,0,1,0,,,,,,,,
Pseudoalteromonas arabiensis,0,1,0,,,,,,,,
Pseudoalteromonas gelatinilytica,1,1,1,,,,,,,,
Pseudoalteromonas distincta,1,1,0,,,,,,,,
Pseudoalteromonas atlantica,1,1,0,,,,,,,,
Pseudoalteromonas lipolytica,1,0,0,,,,,,,,
Pseudoalteromonas arctica,0,1,0,,,,,,,,
Pseudoalteromonas marina,1,0,0,,,,,,,,
Pseudoalteromonas ulvae,0,1,0,,,,,,,,
Pseudoalteromonas agarivorans,0,1,0,,,,,,,,
Pseudoalteromonas distincta,0,1,0,,,,,,,,
Pseudoalteromonas translucida,1,1,0,,,,,,,,
Pseudoalteromonas flavipulchra,0,1,0,,,,,,,,
Pseudoalteromonas prydzensis,0,1,0,,,,,,,,
Pseudoalteromonas tunicata,1,1,0,,,,,,,,
Pseudoalteromonas espejiana,1,1,0,,,,,,,,
Pseudoalteromonas carrageenovora,1,1,0,,,,,,,,
Pseudoalteromonas undina,1,1,0,,,,,,,,
Pseudoalteromonas rubra,1,1,0,,,,,,,,
Pseudoalteromonas luteoviolacea,1,1,0,,,,,,,,
Pseudoalteromonas haloplanktis,1,1,0,,,,,,,,
Pseudoalteromonas denitrificans,1,1,0,,,,,,,,
Pseudoalteromonas citrea,1,0,0,,,,,,,,
Prolixibacter bellariivorans,0,1,0,,,,,,,,
Prolixibacter denitrificans,1,0,0,,,,,,,,
Actinocorallia populi,0,1,0,,,,,,,,
Rathayibacter oskolensis,0,1,0,,,,,,,,
Rathayibacter caricis,1,1,0,,,,,,,,
Rathayibacter tritici,1,1,0,,,,,,,,
Rathayibacter iranicus,0,1,0,,,,,,,,
Rathayibacter toxicus,0,1,0,,,,,,,,
Rathayibacter rathayi,0,1,0,,,,,,,,
Calditerricola satsumensis,0,0,1,,,,,,,,
Salipaludibacillus aurantiacus,0,1,0,2,0,0,0,0,0,0,0
Salipaludibacillus agaradhaerens,0,1,0,,,,,,,,
Gordonia neofelifaecis,0,1,0,,,,,,,,
Gordonia shandongensis,0,1,0,,,,,,,,
Gordonia malaquae,0,1,0,2,0,0,0,0,0,0,0
Gordonia soli,0,1,0,,,,,,,,
Gordonia araii,0,1,0,,,,,,,,
Gordonia effusa,0,1,0,1,0,0,0,0,0,1,0
Gordonia otitidis,0,1,0,2,0,0,0,0,0,0,0
Gordonia jacobaea,0,1,0,,,,,,,,
Gordonia paraffinivorans,0,1,0,,,,,,,,
Gordonia sihwensis,0,1,0,,,,,,,,
Gordonia namibiensis,0,1,0,,,,,,,,
Gordonia westfalica,0,1,0,,,,,,,,
Gordonia desulfuricans,0,1,0,,,,,,,,
Gordonia amicalis,0,1,0,2,0,0,0,0,0,0,0
Gordonia polyisoprenivorans,0,1,0,,,,,,,,
Gordonia rhizosphera,0,1,0,,,,,,,,
Gordonia alkanivorans,0,1,0,,,,,,,,
Gordonia hirsuta,0,1,0,,,,,,,,
Gordonia hydrophobica,0,1,0,,,,,,,,
Gordonia aichiensis,0,1,0,,,,,,,,
Gordonia amarae,0,1,0,,,,,,,,
Gordonia sputi,0,1,0,,,,,,,,
Gordonia rubripertincta,0,1,0,,,,,,,,
Gordonia terrae,0,1,0,,,,,,,,
Gordonia bronchialis,0,1,0,,,,,,,,
Gordonia phthalatica,0,1,0,2,0,0,0,0,0,0,0
Propioniciclava tarda,0,1,0,,,,,,,,
Alicycliphilus denitrificans,0,1,0,,,,,,,,
Mitsuokella jalaludinii,0,1,0,,,,,,,,
Mitsuokella multacida,0,1,0,,,,,,,,
Hoyosella altamirensis,0,1,0,2,0,0,0,0,0,0,0
Hoyosella subflava,1,1,1,2,0,0,0,0,0,0,0
Pustulibacterium marinum,1,1,1,2,0,0,0,0,0,0,0
Parvibaculum lavamentivorans,0,1,0,2,0,0,0,0,0,0,0
Dehalogenimonas alkenigignens,0,1,0,,,,,,,,
Dehalogenimonas lykanthroporepellens,0,1,0,,,,,,,,
Actinocatenispora sera,0,1,0,,,,,,,,
Oceanotoga teriensis,1,1,0,0,2,0,0,0,0,0,0
Halobellus rufus,0,0,1,,,,,,,,
Halobellus limi,0,1,0,,,,,,,,
Thermincola ferriacetica,0,1,0,,,,,,,,
Thermoflavimicrobium dichotomicum,0,0,1,,,,,,,,
Ezakiella massiliensis,0,0,1,,,,,,,,
Ezakiella peruensis,,,,0,2,0,0,0,0,0,0
Methanopyrus kandleri,0,1,0,,,,,,,,
Mangrovibacter phragmitis,0,1,0,,,,,,,,
Mangrovibacter plantisponsor,0,1,0,,,,,,,,
Catenuloplanes japonicus,0,1,0,,,,,,,,
Legionella quateirensis,0,1,0,,,,,,,,
Legionella steelei,0,1,0,,,,,,,,
Legionella saoudiensis,0,1,0,,,,,,,,
Legionella norrlandica,0,1,0,,,,,,,,
Legionella maceachernii,0,1,0,,,,,,,,
Legionella tunisiensis,0,1,0,,,,,,,,
Legionella massiliensis,0,1,0,,,,,,,,
Legionella beliardensis,0,1,0,,,,,,,,
Legionella fallonii,0,1,0,1,0,0,0,0,0,1,0
Legionella drozanskii,0,1,0,1,0,0,0,0,0,1,0
Legionella taurinensis,0,1,0,0,0,0,0,0,0,2,0
Legionella waltersii,0,1,0,0,0,0,0,0,0,2,0
Legionella lansingensis,0,1,0,,,,,,,,
Legionella worsleiensis,0,1,0,0,0,0,0,0,0,2,0
Legionella londiniensis,0,1,0,,,,,,,,
Legionella nautarum,0,1,0,0,0,0,0,0,0,2,0
Legionella geestiana,0,1,0,,,,,,,,
Legionella shakespearei,0,1,0,1,0,0,0,0,0,1,0
Legionella gratiana,0,1,0,0,0,0,0,0,0,2,0
Legionella adelaidensis,0,1,0,,,,,,,,
Legionella quinlivanii,0,1,0,0,0,0,0,0,0,2,0
Legionella tucsonensis,0,1,0,,,,,,,,
Legionella israelensis,0,1,0,,,,,,,,
Legionella santicrucis,0,1,0,,,,,,,,
Legionella parisiensis,0,1,0,,,,,,,,
Legionella spiritensis,0,1,0,,,,,,,,
Legionella hackeliae,,,,0,0,0,0,0,0,2,0
Legionella jamestowniensis,0,1,0,,,,,,,,
Legionella wadsworthii,0,1,0,,,,,,,,
Legionella sainthelensi,0,1,0,0,0,0,0,0,0,2,0
Legionella oakridgensis,0,1,0,,,,,,,,
Legionella moravica,0,1,0,,,,,,,,
Legionella jordanis,0,1,0,,,,,,,,
Legionella cincinnatiensis,0,1,0,,,,,,,,
Legionella brunensis,0,1,0,0,0,0,0,0,0,2,0
Legionella birminghamensis,0,1,0,,,,,,,,
Legionella feeleii,0,1,0,0,0,0,0,0,0,2,0
Legionella erythra,0,1,0,,,,,,,,
Legionella anisa,0,1,0,0,0,0,0,0,0,2,0
Legionella rubrilucens,0,1,0,,,,,,,,
Legionella longbeachae,0,1,0,0,0,0,0,0,0,2,0
Alkalibacterium gilvum,0,1,0,0,0,0,0,0,0,2,0
Alkalibacterium subtropicum,0,1,0,,,,,,,,
Alkalibacterium pelagium,,,,1,0,0,0,0,0,1,0
Alkalibacterium putridalgicola,0,1,0,1,0,0,0,0,0,1,0
Alkalibacterium thalassium,0,1,0,1,0,0,0,0,0,1,0
Streptacidiphilus melanogenes,0,1,0,,,,,,,,
Streptacidiphilus rugosus,0,1,0,,,,,,,,
Streptacidiphilus anmyonensis,0,1,0,,,,,,,,
Streptacidiphilus oryzae,,,,2,0,0,0,0,0,0,0
Streptacidiphilus jiangxiensis,0,1,0,,,,,,,,
Streptacidiphilus neutrinimicus,0,1,0,,,,,,,,
Streptacidiphilus carbonis,0,1,0,,,,,,,,
Streptacidiphilus albus,0,1,0,,,,,,,,
Neomicrococcus aestuarii,0,1,0,,,,,,,,
Desulfarculus baarsii,0,1,0,,,,,,,,
Thalassobaculum litoreum,0,1,0,,,,,,,,
Thalassobaculum salexigens,0,1,0,,,,,,,,
Amnibacterium setariae,0,1,1,,,,,,,,
Enterovirga rhinocerotis,0,1,0,,,,,,,,
Aquiflexum balticum,0,1,0,,,,,,,,
Sporichthya polymorpha,0,1,0,,,,,,,,
Oxobacter pfennigii,0,1,0,,,,,,,,
Centipeda periodontii,,,,0,2,0,0,0,0,0,0
Croceicoccus mobilis,0,1,0,,,,,,,,
Croceicoccus pelagius,0,1,0,,,,,,,,
Croceicoccus naphthovorans,0,1,0,,,,,,,,
Rufibacter roseus,0,1,0,,,,,,,,
Rufibacter ruber,1,1,0,,,,,,,,
Rufibacter ruber,1,1,1,,,,,,,,
Thermobispora bispora,1,0,0,,,,,,,,
Aliiglaciecola lipolytica,0,1,0,,,,,,,,
Agarilytica rhodophyticola,1,1,0,2,0,0,0,0,0,0,0
Coraliomargarita akajimensis,0,1,0,2,0,0,0,0,0,0,0
Floricoccus penangensis,1,1,1,,,,,,,,
Schaalia vaccimaxillae,0,1,0,0,1,0,0,0,1,2,0
Schaalia cardiffensis,0,1,0,0,2,0,0,0,0,0,0
Schaalia suimastitidis,0,1,0,0,1,0,0,0,1,2,0
Schaalia turicensis,0,1,0,,,,,,,,
Schaalia radingae,0,1,0,,,,,,,,
Schaalia georgiae,0,1,0,0,1,0,0,0,1,0,0
Schaalia meyeri,0,1,0,0,3,0,0,0,0,0,0
Schaalia odontolytica,0,1,1,0,1,0,0,0,0,1,0
Amorphus coralli,0,1,0,,,,,,,,
Apibacter mensalis,0,1,0,0,1,0,0,0,0,0,0
Natrinema salaciae,0,1,1,,,,,,,,
Natrinema versiforme,0,1,0,,,,,,,,
Natrinema pellirubrum,0,1,0,,,,,,,,
Natrinema pallidum,0,1,0,,,,,,,,
Natrinema pallidum,,,,,,,,,,,
Ancylobacter rudongensis,0,1,0,,,,,,,,
Massilia violaceinigra,,,,,,,,,,,
Massilia armeniaca,1,0,0,,,,,,,,
Massilia putida,0,1,0,,,,,,,,
Massilia glaciei,0,1,0,,,,,,,,
